inputName,size,a[size]
values_84,30,"{-2879203067903606145, -6565695327505908872, 6927721738802051269, -1771962874218406737, 5804081714834008074, -6606180363248328993, -4451677841943183938, -5942958326983860592, 4793991550643212611, -4262652888339566165, 6665182701730702641, 7721059823203359068, -7254359892655134862, 6079023113103404014, -8841908965213171074, -3005634134433781239, -6898038133469952456, 1585305936494865465, -2970983229076434784, -7253844925868201816, -2078744031526393789, 3729476148639701193, -1232588743965945643, -2620859815941440630, -5485572846447578249, -3541529786511057642, -8473227088595978348, 4413689690238644347, 5500581566123501778, -5294140670111994397"
values_30,22,"{372174669230436440, 835829076018641183, 2923021134103804368, -3440403679562520889, -7437235256122804032, 142058443275845785, -5520743534728979890, 7925247657697417157, -6092127159309115521, 3940953285619756226, 523687896376619837, -277335707567475080, -1922377521741535651, -7891853308605077641, -9190272498195784607, 8824031431701283385, 6529142248264885250, -1389631405607516100, -7609478713333030210, 1105872592205576212, -8758190475678916367, 5869698058763179969"
values_96,12,"{4664288159672982339, -407635737179611103, 6672291143917721553, -7580398705557056015, -7474017978139160167, 8277287442416394463, 5636532037541704909, 3987135765334081052, 244011626175995334, -1164165804500890100, -2364516970648086784, 3638768107560307167"
values_15,6,"{8060695256294925075, 8993379322813232905, 9114841265093746263, -1837336067141328881, -7251527526137309611, 6979246237786176339"
values_16,29,"{3250860768552519917, 1467106414474296496, -5990990214821280930, 9179012539674808283, -6522405200945641615, -4517554675557178586, -8649518350649770888, -2340782890092219829, 3096108050124730200, -6245685161956364003, -6873300557639898735, -3402570119191217105, -5740399145103288811, -8049275608963352663, 5540158282165419646, -8605679664132740158, 7752805098724138242, 1419256234807476891, -6673647220539879604, 4210117847305808821, -5110867677267744677, 4845277564711144085, 1106310174411067723, 7981761221800857136, 7664543977953405707, -3289302637932599505, 5173643979956529374, 7544857827580003383, -5384321829045497859"
values_94,6,"{-4791919121962092205, 3093174569337201831, -3278420392228191571, -1264438311437802240, -5217300002678405273, 1463921527672868898"
values_90,8,"{3740529755618881406, 2117633238058111094, 7125217614714375981, 1095814925712585002, -1952377940673471792, -7513722135072430708, -5718045208602160965, -8774449021799136441"
values_52,31,"{7487095801982098391, 1091084538606081442, -7867934724778551523, 7137550010477527585, 5372335482914291828, 8919338681860248673, -539571018674383125, -5105996986832877464, 7551665523303737995, 7059055976727635439, 1305829698974544938, 4547673668197566380, -5215506199679944527, 3110083569321442103, -6423660860745985975, -413935825130785536, -6863024659727349477, 1048188443742724692, -9047730312395985640, 2378718652411996852, -5388247848262666321, 711149608496953104, 430916945644793512, 47586464212188214, -3239812543833747832, -7193222802930882101, -6582488350829826125, 8632110078882512025, -725940645455864334, 3684673209225315875, 8513755253878505106"
values_78,7,"{-1025526464531792303, 4191017406677086542, 4672899207030266721, 972312606383700440, 2738165153504669574, -6641621526568597153, 2359516300108770367"
values_20,14,"{-5152559182176503383, -6890237119784828711, 2577247920880711202, 6434932149277358170, 2862511235361163543, -3482503865468920593, -717841131638171544, 4445421620686702870, 4526343073160346056, -7970032165923665129, 4763206931740449101, 3834597558154259578, 81707489075421927, 6129541984432915258"
