inputName,m,n
values_84,1129047365.619,1940395957.561
values_30,581536944.066,62956897.398
values_96,250541420.06,1581583790.707
values_15,1521617180.383,71542223.706
values_16,1521617180.383,1581583790.707
values_94,250541420.06,1940395957.561
values_90,250541420.06,62956897.398
values_52,1074053229.731,341439895.048
values_78,385858900.557,23104404.986
values_20,1015855215.997,62956897.398
values_53,1074053229.731,1379111049.483
values_43,950972054.712,1379111049.483
values_42,950972054.712,341439895.048
values_0,867972355.16,62956897.398
values_61,936490946.126,1958913980.623
values_97,250541420.06,1349864772.639
values_14,1521617180.383,1940395957.561
values_87,1129047365.619,1349864772.639
values_50,1074053229.731,62956897.398
values_83,1129047365.619,1379111049.483
values_67,936490946.126,1349864772.639
values_86,1129047365.619,1581583790.707
values_23,1015855215.997,1379111049.483
values_64,936490946.126,1940395957.561
values_44,950972054.712,1940395957.561
values_71,385858900.557,1958913980.623
values_93,250541420.06,1379111049.483
values_88,1129047365.619,23104404.986
values_26,1015855215.997,1581583790.707
values_59,1074053229.731,117061809.071
values_57,1074053229.731,1349864772.639
values_82,1129047365.619,341439895.048
values_75,385858900.557,71542223.706
values_51,1074053229.731,1958913980.623
values_7,867972355.16,1349864772.639
values_92,250541420.06,341439895.048
values_56,1074053229.731,1581583790.707
values_47,950972054.712,1349864772.639
values_95,250541420.06,71542223.706
values_98,250541420.06,23104404.986
values_8,867972355.16,23104404.986
values_18,1521617180.383,23104404.986
values_28,1015855215.997,23104404.986
values_81,1129047365.619,1958913980.623
values_17,1521617180.383,1349864772.639
values_38,581536944.066,23104404.986
values_41,950972054.712,1958913980.623
values_73,385858900.557,1379111049.483
values_66,936490946.126,1581583790.707
values_58,1074053229.731,23104404.986
values_70,385858900.557,62956897.398
values_46,950972054.712,1581583790.707
values_11,1521617180.383,1958913980.623
values_33,581536944.066,1379111049.483
values_72,385858900.557,341439895.048
values_6,867972355.16,1581583790.707
values_10,1521617180.383,62956897.398
values_27,1015855215.997,1349864772.639
values_24,1015855215.997,1940395957.561
values_3,867972355.16,1379111049.483
values_69,936490946.126,117061809.071
values_36,581536944.066,1581583790.707
values_21,1015855215.997,1958913980.623
values_5,867972355.16,71542223.706
values_49,950972054.712,117061809.071
values_1,867972355.16,1958913980.623
values_2,867972355.16,341439895.048
values_13,1521617180.383,1379111049.483
values_32,581536944.066,341439895.048
values_39,581536944.066,117061809.071
values_4,867972355.16,1940395957.561
values_65,936490946.126,71542223.706
values_85,1129047365.619,71542223.706
values_62,936490946.126,341439895.048
values_91,250541420.06,1958913980.623
values_25,1015855215.997,71542223.706
values_63,936490946.126,1379111049.483
values_12,1521617180.383,341439895.048
values_79,385858900.557,117061809.071
values_54,1074053229.731,1940395957.561
values_9,867972355.16,117061809.071
values_74,385858900.557,1940395957.561
values_22,1015855215.997,341439895.048
values_89,1129047365.619,117061809.071
values_48,950972054.712,23104404.986
values_99,250541420.06,117061809.071
values_60,936490946.126,62956897.398
values_34,581536944.066,1940395957.561
values_31,581536944.066,1958913980.623
values_37,581536944.066,1349864772.639
values_76,385858900.557,1581583790.707
values_19,1521617180.383,117061809.071
values_45,950972054.712,71542223.706
values_68,936490946.126,23104404.986
values_35,581536944.066,71542223.706
values_80,1129047365.619,62956897.398
values_77,385858900.557,1349864772.639
values_29,1015855215.997,117061809.071
values_55,1074053229.731,71542223.706
values_40,950972054.712,62956897.398
