inputName,size,a[size]
values_84,9,"{480597999, 1829777221, -1579425970, -1678821392, -1556207273, 585517913, 1465789542, 327067373, -1927164944"
values_30,23,"{438583793, 2017686919, 527847321, -1875686802, 304810365, -1857647770, -2006633305, 1135542880, -930888823, -759913820, 1104759999, -2069958450, 390710919, 924336962, 1297605330, 1928162456, 1400351862, 618925715, -26238632, 166250436, 964440720, -834015887, -1974041646"
values_96,14,"{647051253, -79488432, 778036050, -245338072, -810780641, -605376711, 171760408, -1171621114, 905348069, -1424881981, -979038617, 1053934588, -931493648, 378917901"
values_15,9,"{-831327590, -745794337, -739496101, -339907231, -1065841446, -60957933, 806482517, -1778952598, 2135670923"
values_16,4,"{1939265096, 1064722945, 1043055598, 2120559962"
values_94,6,"{-1252161306, -1538067196, 377391873, -10410366, -52523601, -1978923382"
values_90,22,"{578071685, 842935444, -2072514446, 1633132810, 579866114, 1513645624, -1140474156, -830705698, 1373290908, 1895836784, -739712517, -1601608256, -1173973923, -1005386761, 1663961014, 661376784, 1546936890, 1622126742, 1835867935, -90562600, -1468436531, -634958193"
values_52,21,"{-1653261160, 2009640305, -1584058479, 294144714, -1076781221, -1615069196, -1009023244, 1595275495, 790897843, 2105320489, 1128008954, -2074827533, 832092500, 1993886024, 1880493180, 1336640876, 1150939757, 1853491778, 1797084443, -1724477016, 445744554"
values_78,32,"{1244571830, 406559803, -320221919, 295724211, -518441507, -1129727590, 1126918128, -478686009, -1580485613, -1299837891, -734886584, 1367973450, 660567927, 491440521, -1132698284, 420496366, -217319122, 272566283, -69111941, -1267773137, -279263463, -1344345043, 1279803144, 1196723590, -194151222, 1831050625, -7857235, 1415853146, 1523974013, 1908960896, 497399993, 1492757118"
values_20,23,"{-1526546468, 1045841911, 2054948051, -1638388493, 2117972306, -66322707, 1657336121, -1553084792, -1405359178, -1024208009, 1739685543, 1354820502, -1955278653, 195765382, 545187047, -1994886803, 407002882, -488460130, 1441542510, -1624837801, 1141874434, -70302317, 121858329"
values_53,7,"{-1660810276, -3143536, -820947066, -1810057914, 1304565396, 128730727, -451945965"
values_43,30,"{1301638713, -619532310, -292857514, 1030569884, 671321403, 1599966821, -493289811, 1463746469, -321293922, 248449891, 703617472, -211611531, 99831850, 494337958, -1941414733, -87141816, -1130728408, 196870624, -2008663387, 1400529746, -1293383113, 629135491, 1906432991, 1885508775, 368441793, 778838373, 281829430, -358833200, 344807162, -50846155"
values_42,30,"{39559350, -1028160243, 126657971, -429524020, 187454749, 941432139, 801452934, 1812905510, -169587272, -863005642, 1573686038, 495076548, -1451496375, 118551822, 493501965, -651754313, -1322120379, 1177123455, -976801459, -1105514294, -2137411298, -1347664643, 380825928, -1518098390, -1398845112, 1126134295, 773342896, 1137837815, 2019598004, -144947539"
values_0,9,"{-1360239088, 524183514, 1093008093, 1085361099, 1897835998, 1941100124, -1769730888, -310411000, -1967001886"
values_61,7,"{-1343400651, 1423860576, 151373605, -14838340, -527205578, -1823590995, 400824157"
values_97,31,"{-671073468, -1737154468, 807127153, 966289713, 276634216, 533820307, -1210648032, -987592509, -175987943, 1191238193, 1466403049, 1327529734, -2129569069, -1603959802, -1617270970, -1054669016, -613499953, 131676849, 1901572283, 512318674, 589106425, -604368084, -594002106, 1917247457, -338122562, -1621617005, 325466998, 245938839, -821816857, 1747540806, 1555240497"
values_14,2,"{1571082150, -1313260948"
values_87,11,"{-1589040069, -1216237307, 1908535699, 873844229, -1336396890, -1739640071, 917782888, 142104392, -1702882742, 752934455, -1050451237"
values_50,15,"{-1899568615, 695911123, -430670135, -1701848593, -1585811269, 1225581884, -1081475865, -1535948062, 2090187747, -1741084692, -1061725963, 338895565, -552573275, -691527604, -1445564495"
values_83,21,"{-2066908480, 740882351, -1267526128, -885307194, -1988503304, -1739274423, 1196268345, 1437182430, -126102619, -305353271, -1375997794, 588167274, 1057353296, -1161956874, -261372224, -493057188, -2055295022, 1896849654, -877952244, 1795766702, 1803572776"
values_67,31,"{-779082839, -133787522, 184433808, -263711374, 736265400, -118616319, -100270308, -307808577, -911616692, 410212338, 1634184099, 1776198994, 2026591424, -736288876, 585700664, -130021631, -773374930, -1323060095, 685330817, -1653717031, -1210374904, 1560266118, -924850103, -171860513, -99546114, 967963049, -1978543189, -1301728341, -1485717026, -102319103, -693125569"
values_86,15,"{-1659836623, -2049430990, -327670691, 852448105, 694954418, -1563937690, -105875116, 1956652145, -399910361, 205053784, 1191471754, 490532145, 1615812561, -61918236, 2005365116"
values_23,6,"{-842475347, -943581053, 1101466519, 1417056256, -1221084826, -1293183444"
values_64,3,"{-1409094569, 2085486990, 1917563240"
values_44,8,"{1590774527, 1763835772, -1025060886, -2009000383, 1638521043, -1362750024, 1112095432, 775868245"
values_71,26,"{360258057, 1088808122, 1369755902, 421628100, -112783464, -1377994763, -1604754621, -820647968, -1597171827, -1400030130, -1438467019, -2011664346, 1586031458, 9395829, 226863668, -15741916, -1217341046, -2073213046, 1954001873, 2039658805, -786634878, -594220003, 599555820, 1618430901, 328425248, -1704007988"
values_93,18,"{-744091746, -110408436, -725159416, 310385376, 1982408635, -2077757328, -1993741929, -1683783179, -317125462, 280106788, -1143923143, 1748753222, -1634267874, -1705212796, -1872066422, 1070347230, 1353219923, -664231805"
values_88,17,"{295741317, -528043091, -1245241509, -1649805405, -664473977, 795292687, -567104473, 2043699158, 1408719153, 879246252, -89537653, 1214464688, 1760700055, 1783080387, 221703416, -1326016477, 403939310"
values_26,10,"{174658855, -1512616983, 1448672673, -1708161709, 370588022, -247260160, -109006283, -972575674, -1445376464, 578764781"
values_59,18,"{1395029983, -1450883381, -283431761, 2066663921, 1796035922, 1450930400, -1286041269, -1083515908, -423181050, 294574662, 1905728222, 92017632, -832698928, -774711557, -785448987, 1837109254, -1616283420, -943007409"
values_57,31,"{1800539353, 856071534, 1811200294, -1954754964, 1999774954, -536255802, -660607337, -1679200269, -89769413, 822808552, 1112574345, 2081658702, -1730195665, 773613715, 748712246, 1524136023, 461920260, -76985281, -1769714962, 691394404, -136052211, -915819074, 1611493620, 393719758, 2057253804, 1186684930, -2053995971, 1949218638, -1404828912, -172529376, -1305578428"
values_82,8,"{-782924549, 1080852194, -1592485500, 1231707849, 975512370, 1271250, -1243072187, -524924244"
values_75,7,"{1201051369, -384410454, -2120222362, -290158875, 292581017, 133990811, -1441789575"
values_51,16,"{-1387402440, 1770785620, -879806775, -722763536, -746015990, -211929965, 1372590459, 1488217555, -712006478, -1319781159, -1938614134, -563866952, -2086730321, 1739554867, 1804645003, 1577024401"
values_7,24,"{-948184268, 364732697, -2117796604, 1939172398, 770536868, 534591346, 1562721661, 1536554976, 893053307, 189079516, -1607423628, -2021954646, 882106913, -316256904, -619693682, 121693331, -1539935998, -655036895, -113350704, -2075788142, 83095949, -1909734102, -280972597, -2110833192"
values_92,21,"{-934517357, 54849623, 926096918, -1120511967, 1743351700, 513189197, 250261243, -417479709, -1064654476, 940159517, 878782117, -824581129, -1635864900, 1317480547, -1746238293, 1737718768, 118805154, -1442339589, -872883022, -618675989, -1209666930"
values_56,12,"{343122177, -790580186, 1582680625, -1538582739, 760405020, 1776152889, 529556851, -2117310841, -1401452604, 1860894761, 1075858748, 2031157808"
values_47,4,"{-380988418, 946731977, 1305345640, 1855494529"
values_95,25,"{-1855540939, -700976546, -1069648512, -176527451, -1082739512, -2054184615, -1593840324, 1597268652, -1127446893, 1247706805, -800607063, -1954644931, -466944531, 563069154, -856333680, -1821021637, -2092020543, -224419645, -539684340, -412636354, 75096568, 713480035, 2115279948, -1793236007, -214882460"
values_98,16,"{661245407, 540597119, 502515576, 1945373310, -502636104, -1098305097, -4115440, -1900926138, 2045988413, 2116656908, 1654140586, -165745372, -111034030, 1308046467, 1481492909, -1345023765"
values_8,8,"{147044406, -750489260, 1793762888, 581944470, -434752213, 842088634, 498336971, 806164257"
values_18,32,"{-1776027407, -1861157170, 1031682401, 2121453070, -806161501, 1767558107, -421500566, 318288072, -1912615893, 701407265, 1838196877, -1960742908, 1450241840, -1401269599, 2141523492, -1032172762, 1176683508, 1475876256, -264092923, -546991317, 1274024118, 548487165, -476623016, -1103997858, 1074550637, -1220172437, -1438021457, 2071019650, -1681258192, -677437187, 793573870, -2043380174"
values_28,25,"{27388529, -185794457, -854755184, 773778586, 1690611416, 612727071, -1800979938, -1097843738, -320970214, 1646926328, -1050684994, -1734911407, 700098505, 1814499313, -949894791, -957569331, 1337348350, -25451432, -467123730, -580532354, -1366457839, -2070458528, 1957200161, -1717740053, 1050032697"
values_81,24,"{453081908, 1345551807, -1921564559, -778811745, 1185036748, 619958389, 1678026820, -1302199560, -1193624674, -2050128293, -314285129, 1065220183, -1216832677, -1036355644, 1413886319, -1866938282, -186954144, -1068811545, 1692326902, -502618300, -410348221, -1174400734, 541680868, 436047323"
values_17,10,"{-202075431, 1683306629, -1626390349, 1896258628, 859112468, -238169374, -466091999, 275267325, -1680897391, 126218979"
values_38,10,"{1009203858, 307579438, -248600650, 80943473, -62638629, 1242152379, 2030904665, -1332768378, 133315841, 1512957723"
values_41,3,"{-1726817780, 488871039, -577050845"
values_73,3,"{586660195, -1690899087, 1248424840"
values_66,4,"{-909535125, -1412690757, -1528826658, -1945638708"
values_58,10,"{567609791, -1391758505, -1898598652, 72057308, -1891834188, -398593464, 1132436783, -333028715, -296441831, -849579928"
values_70,17,"{136921528, 741853200, -961293429, 1149960253, 2126501630, -1574106660, 70203446, 147843375, -541362646, 438452321, 57105992, 1102205690, -456138743, -1973278266, -6544256, 38779198, -1839150977"
values_46,12,"{-753453874, 161393224, -1574660681, 1001130985, -134000682, -178931414, -307408798, 616089223, -2088996743, 40732412, -840714877, 1842255194"
values_11,20,"{-1116903007, -274454415, 125013577, -354785672, 421366847, 1951717273, 275059791, -149100422, 792282710, -2134364892, 1163152172, 1525668194, -2074300139, -1350095437, -1521018718, 1817741394, -1348114152, 985376495, -1592016366, 1927669636"
values_33,12,"{-835499270, 880746846, 1128526151, -1170721838, 891408278, 715758256, 126890909, -913847974, 1136201992, -2096009445, 649582067, 312121452"
values_72,30,"{1390492510, 1278395969, 2122613474, 444211173, -154966179, -1966409879, -307180774, -1915611368, -1975202111, -1654928954, -437576733, 1390090522, -81586092, -301676432, -1183401871, -552030752, 1700774048, 278653889, -570295823, -948845861, 1254084202, 1934840619, -518027119, 776945177, 1703470800, -617357570, 2013951112, -980327610, -1135694102, -214983423"
values_6,18,"{330230797, -2130631599, -1356673958, -1950494834, -1104019099, 509275192, -840524084, -353852914, 1551938588, 1075123175, -98093252, -204298245, 608289231, -644062068, -1959159451, -566428479, -1221394100, 1244222744"
values_10,23,"{422814930, 1256629952, 909780288, -1139589149, 1532640547, -1770395593, 780004382, -1244121930, -648842306, -2103178089, -1642525424, -443200326, -579070730, -1837992719, 1847642064, -148459672, -1873541590, 3807654, -607629171, -1734811739, -1363913764, 1257759816, -1081795130"
values_27,15,"{-165975305, 1353878519, 468036783, 655778943, -418546464, 798581541, 1741877801, -84555151, -496289303, 1458093149, -957636621, -1366224336, 474254691, -1925838142, -328374215"
values_24,10,"{-1127768090, 942624213, -1992293401, -946432349, -649596728, -1526898127, -523177944, 529075256, -160167669, 1130629063"
values_3,24,"{-167169887, -1188402508, 1527976232, 19874748, 1758582700, 1224719119, -642438268, -1442197116, 1928060801, 704482331, 1837272114, 1811452801, -1239918419, 644815507, -604038727, 835547250, -561477142, -68079824, 1365864436, -651656940, -811286555, 1624753443, -411668766, 1760074012"
values_69,6,"{1951733612, 1507143154, -127887030, -856630544, -1146761681, 1886537938"
values_36,23,"{1870876920, 1212532545, 143938518, 158679623, 1763887127, 1594190303, -1339470562, 1796250035, -1148724943, 980134999, -1979109057, 1963503427, 1029314762, 449149602, -1889859717, 2102161721, 1544129299, -596886180, 877679094, 1710401259, -2096290320, 1405761702, -1424723912"
values_21,5,"{-854025579, -949928868, 2095291876, 1945868672, 1251876734"
values_5,5,"{2018162925, 1969062200, 1431429418, -1883706447, -642271870"
values_49,2,"{769075770, 1506625595"
values_1,32,"{523601115, -1405563725, -599189642, 934367372, -602928718, 565523758, -1802599947, -256111511, -810855410, 308806061, 571042173, 1626774820, 161150534, 790809402, 1803593645, 840462194, -983260371, -1881070770, -1647019203, -44574121, -1361320771, 549383540, 19420727, 442630550, -1646958157, -1179227757, -1877125122, 1086478439, -433451481, 2092471177, 771960753, -1310591797"
values_2,22,"{-604947312, -496601884, 1982621633, 1801527905, 85994138, -1643214318, -2090644696, 1297771399, 874835390, 426643216, -724792597, 202747649, 629720151, 907306746, -1746974042, 1297239936, -1478653985, 1608838244, -1015496326, -82131761, -1888483513, -18386117"
