inputName,size,a[size][size]
values_84,11,"[[4933, 19188, 1246, 3431, -8006, 18909, 31708, -23136, -12252, 9988, 31483],[4284, -32301, 11409, 21464, -5762, 24206, 12238, -12782, 31765, 18622, -10722],[18412, -10465, -17800, 18801, -20373, -14980, 32211, 24643, 16222, 28034, 30519],[4119, 3543, 9836, 11510, -6641, -17121, 19244, -21883, 17598, 31251, 4065],[-1289, -7895, 14641, -12237, 16091, 437, -23783, 17894, 12144, 5642, 978],[23600, -28357, 21473, -3284, -828, 3535, 28198, -11740, 20932, 2743, -1773],[22716, 8064, 8778, 8044, 26223, 18511, 4572, -29835, 26270, -2423, 21117],[-12010, -23327, -21711, -24929, -22768, -8783, 19775, -16764, 16657, -11143, -16396],[11053, -20530, 875, -5187, 14726, 30281, 13710, -17236, 11467, 2696, -20217],[-26355, 15945, -10308, -8650, -26795, 20119, -17154, -7094, 15026, -19942, -26657],[3721, -11029, 8571, -12827, -19552, 22238, -2388, -4980, 24437, 1546, 14245]]"
values_30,30,"[[7680, 15560, 31328, -12291, -32358, -22378, -21808, 22883, -17103, -31829, -7320, -28092, 16160, -18518, 24131, -23945, -2108, 32301, -20739, 4030, -17620, -11650, 18551, 30772, -25075, -26408, -27439, -17631, 6304, 29600],[-1713, 15239, 22212, -24916, -29982, -28497, -12205, -25488, 16391, 10528, -31825, 10826, -16170, -28161, -19816, -1176, -7138, -8964, 31353, -20067, -21718, 9819, -31043, 8495, 7934, 22684, -15667, 8348, -22200, 867],[4483, 22126, 13846, -18110, 15984, -15856, -3150, 29564, 24098, -29245, 6306, -10154, -27939, -25589, 26708, 7772, -17221, -16344, -24057, -9859, -23321, -1206, 13895, 2832, -18664, -4266, -5240, -17209, -11079, 7545],[16221, -24385, 30970, -28869, 20488, 31705, 32252, -32449, 16122, 26952, 14526, -12185, 15660, 6541, -5806, -1750, 31171, -11372, 6191, 14180, 9576, 884, 32665, -7526, 11251, 32423, -15084, -20553, 9470, -16678],[26001, 1347, 4632, -13918, 23780, -12211, -10761, 3836, 2001, -29712, -10204, 27558, 5092, 13725, -30053, 13338, 1434, 27393, 14824, 25688, 31898, 26866, -19716, 8994, 14742, 2691, 7612, 21122, -27995, -14968],[30995, 28458, 6564, -27101, -2624, -10099, -27984, -10284, 32415, 28910, -2759, -28670, 26536, 29409, 15157, -31362, -14999, -20646, 17267, -22161, -27340, -8432, 4780, -20649, -3225, 31630, 13831, 26420, 25078, -30899],[1855, 24339, -10059, -6492, 26550, -28329, -10534, 7707, -25234, -32544, -1358, -18645, 27779, -10437, 24685, 23649, -13015, -21550, -9180, -13852, 10502, 2481, 695, -14653, 29653, 2570, 7544, 31326, -22322, -10328],[14728, -24428, 6240, 1544, 24802, 6260, -24623, -14144, 20577, 2966, -11032, 10919, 2956, 5563, -17057, 25766, -24488, 9312, -3349, -31282, -10943, -28309, -29076, 28778, 3431, 10770, -22063, 22804, 20510, 3440],[26054, 26880, -32551, -12799, -660, -28837, 23367, 15465, -30251, 9658, -17346, 16459, 29969, 11920, -24043, 18383, -26224, 8365, 24876, -32211, -16590, 6233, 26296, 15633, -31090, 7612, -29562, 4049, -31149, 753],[129, 6889, 17202, 26930, 8537, 7057, -5989, 15818, -25556, -5778, -28445, -26072, -18031, 29415, -18006, 3936, -31807, -16456, 1551, -28678, -20440, -22253, -11290, -15539, -12341, 1252, -28991, 32467, 1913, -11539],[13565, -19547, 25329, 19231, -20581, -29595, -26750, -17087, -15404, 153, -8869, 8560, 7894, -19656, -2568, -25756, 30559, 26110, 17310, 1996, -23517, -16395, 11022, -16146, 10542, 29057, -7778, -6491, -22138, -7112],[25183, 10496, 19741, -30817, -32521, -24292, 7865, -11491, 29399, -29708, -5249, -3672, -26377, -20373, 3628, -701, -31296, 7709, 7099, -8255, 28414, 22976, -20051, -17757, -10313, 4272, -608, -7743, 25904, 14827],[-2093, 264, 19719, -19789, 10445, -12515, -29070, 27961, 15693, -25625, 16955, 32705, -26443, -32198, 21214, 728, -15620, -1487, 18913, -29065, -20142, -583, 546, -20224, 8077, -18420, 8673, 25039, -12343, 24657],[26190, -32641, 20655, -14128, -12307, 8664, -17174, -3009, 6626, -11767, -27280, 20619, -6740, -29174, 20846, -17142, 5559, -11980, -27287, 5733, 5834, -8683, -5266, 15454, 20794, -1337, 5460, 10341, 31612, 5588],[8071, 22235, -29605, -25088, -14336, -14226, -4664, -8780, -25086, -12302, 31304, -18876, 4641, 5541, -14570, 31374, -13050, 9337, -6894, -21493, -1158, -12497, -9039, -19512, 30184, -15847, -12979, 26402, 23272, -19052],[27633, -626, -31859, -1781, -17291, -11188, 31439, -20478, -11928, 15425, 15007, 25858, 28455, 12525, -8097, 11547, -15878, 15981, 13937, 4800, 23928, -6032, 1679, -1403, 24502, 27728, -26329, -13328, 24626, 10836],[-13263, -2230, -24045, 6648, -20080, -14563, -22234, -32537, 4601, 19426, -27814, -1971, -18246, 12708, -19259, 9239, -2957, 5979, -21067, -27231, -19097, -20039, -11914, -23347, 31428, -3591, -8497, -32587, 19288, -7981],[-15612, 8952, -2928, 12314, 25710, 14609, 11358, 19303, -7418, 5576, 15090, -28666, 17026, -25363, -15454, 14443, -18021, 12436, 3563, -20952, -15752, -6472, 30074, -4558, -10067, -13684, 13720, -4312, -158, -30748],[7199, 32125, 11007, -22906, -11949, 11024, -22555, -28480, 12114, 26953, 30424, 1883, 23274, 29659, 25841, -29022, 17249, -22881, -12465, 20977, 5619, 21312, -25610, -23060, 17128, 32374, -15409, 17371, -5269, -28136],[-25538, -18212, -31862, -14487, -20335, 4407, 30746, 5739, -31626, 77, 22318, 4802, -103, -13884, -30618, 29156, -2492, -22270, -18738, 27572, -20618, 13571, 26048, -25759, -676, 25418, -18503, -18242, 21522, -26449],[12277, -30919, -20769, -20088, 27460, -24174, -16772, 9017, 13710, 12387, -20631, -12652, -8902, -11577, 25437, 15086, 27174, -5633, 23874, -23761, 14024, 8127, -11474, 19505, 6497, -6571, 14672, -7930, 30472, 14251],[32353, 29581, -26071, -1645, 31407, 16735, 32683, -15128, -16171, 23454, 4012, -6761, -18892, 25409, -23543, 24315, -26840, 6651, 22499, -26263, -31495, -2461, 32548, -20373, 24300, 21012, -7650, 9138, 1774, -15747],[-7597, 28965, 9626, -25955, -28882, -19966, 10826, 5276, -18306, -27580, -20772, 10173, -15673, 3242, -29491, 19647, -14603, -23180, -21172, 8624, -22654, 29085, 32169, -10961, 2196, -25666, 640, 16629, -29145, 16682],[446, 32044, -32692, 21052, 30304, 14956, 30471, -18088, -22230, 16686, -20179, -23571, -28106, 12378, 29017, 32062, 31428, 13460, 7421, -28380, 2992, -7932, -27737, 30956, 17184, 17710, -1702, -24925, -7629, 20715],[9437, -12509, -10711, -16399, -24350, -28097, -21209, -30186, -13663, 18695, 14702, 73, -19652, -27421, -15508, 32365, 3155, 26628, 5408, -4778, -9965, -29391, 31360, -26464, -23072, 29735, -6978, 20536, -29024, 22404],[19647, -5038, 18173, -27283, -11729, -4976, -12955, -15451, 17155, -25880, 23006, 6827, -28006, 5851, 14503, -22556, 2018, -10454, -29659, 7283, 4792, 6507, -6879, 23520, -2122, -28893, -23654, -15961, 29560, 5138],[23849, -3198, -3695, -23698, -22040, -27667, -9227, -25093, -11996, 6935, -23889, 9059, -29760, 22116, -31044, -4051, -11503, -18240, 10562, 12027, -31415, 23819, 25170, -28445, 10292, 7167, 12922, -15278, -11839, 1319],[-23432, -600, 29408, -22771, -11929, 24001, -6871, -20881, 30878, -3176, 3587, -21411, 13711, 7878, 25501, -23147, -10232, -24303, -4644, -9883, -10192, -24666, 20274, -24778, 2512, 27701, -12897, 29733, 4522, 8109],[30507, 18741, -28299, -18798, 3839, 32611, -21226, 16220, 12656, 16399, -23665, -308, -23254, 18202, 32584, 1194, 21301, -26311, 7014, 18175, -16298, 28765, 10649, 30441, 644, 28551, 6705, -14182, 10473, -3254],[-28938, -21267, -2334, 25308, -32555, -1364, 20323, -4109, -17496, 12246, 1479, 11942, -12875, -27796, 27472, -22558, 9748, 9603, 10003, -15801, 27471, 31663, 18742, -12097, 4205, -22666, -31378, 14957, 7934, 14889]]"
values_96,2,"[[12700, 25844],[-16286, 15162]]"
values_15,29,"[[32047, 5252, -20153, -29041, -21556, 25369, 17669, -8670, -19843, 321, 17469, 8314, 347, -13228, 23364, 9466, -25459, -1860, 31846, 1014, 10823, -22026, 18238, 16372, -19624, -12444, -22115, 31340, -32125],[14020, 10882, 16438, 3639, -11934, 11826, 31677, 8433, 16038, 27433, 26171, 29337, -19436, -18331, -15415, -31884, 21186, 8663, -12468, 26203, 27399, 15626, 13338, -8396, -4523, 19777, -30326, -131, 24926],[-12376, -16166, 24144, 25477, 23733, -21906, 7995, -8550, 29029, 21175, 4145, -18381, 20980, 29680, -25090, -26330, 913, 27670, -19465, 14472, -29314, 12125, -7037, 12491, -905, -18131, 15805, -5993, 19254],[7364, -19649, -11006, -27183, 5457, 25577, 6439, 15901, -17785, -4101, 23323, -20266, 8713, 7465, -31984, -1989, 25710, -2807, 13311, -24907, 18114, 5263, -8840, -19685, 10119, -22328, 1463, 9329, -13747],[-2113, -2677, 30094, -27414, -15701, 18489, -29498, -30965, 15141, -26675, 1109, 23721, 9648, -25310, 3929, 21920, -17758, 7664, 25161, 19153, -15031, 14765, 14604, 15900, 9624, 23839, -14502, -15219, 27597],[27671, -10454, 27399, 29682, 9423, -29448, 9921, -23379, 5076, -25727, 19717, 12779, -20894, 24025, 14330, -6958, 5532, -22726, 18790, -6427, 10176, 30620, -26872, 26173, -8352, 8492, 10924, -29722, 11900],[-22051, -11950, -13969, 15115, 24659, -21904, -927, 14787, 4041, 6712, 27567, 13097, -787, -22189, 1964, 25185, 687, -10390, -18784, -8731, 15323, 14563, 23940, 7100, 16734, -24130, 19619, 24542, -11810],[-8858, -7223, -9051, -28146, 1013, -64, -13988, -10179, 7062, 28726, 14087, 31473, 29201, 6349, -26275, -4402, -24532, -13052, -25601, 24415, 12765, -4726, -31550, 8169, 25556, -12397, 6211, -24346, 3115],[-6245, -14366, 27778, 3933, -714, -14245, -8174, 15966, -18162, 8153, -4675, -10249, -17313, -22963, 4817, -17835, -9563, 28312, -28037, 12830, 25324, -26652, -9377, 27326, -9757, -14434, -20571, 3368, -657],[-6246, -1299, -26398, -18623, 22363, 18519, -26458, 5930, 1440, 16566, -24906, 30513, -4115, -24361, 32310, -20360, -10447, -5254, -24111, 7810, -28261, -7060, 25030, 25237, -3414, -29596, -7194, -27002, 2926],[-12435, -28579, 5695, -5553, 17670, 24083, 10693, -6765, 30156, -30168, 23712, -7977, -12919, 23732, -12141, 25194, -15604, 2346, 32312, 11681, -19227, 1739, 21318, -29885, 6211, -10519, -15223, 9218, -20915],[-28661, 15015, -17981, -6759, -24548, -193, -16593, 23054, -1914, 11380, 21768, -21139, 8089, 17870, 9660, -11706, -18485, 5305, -26832, -177, -13770, -20920, -24830, -9394, 14865, -15463, 30897, -31925, 17460],[7953, -7026, -8953, -28710, 19468, 12777, 26601, -13454, -16631, 12177, 11537, 13314, 12176, 7651, 23409, -22816, 30215, -21905, 14523, -18333, -2544, -5077, -1990, -19484, -14036, -27713, 24048, -15567, -20013],[12125, -25582, -14486, 17108, 20447, 6362, -15851, -18232, -5955, -14342, 27327, -6022, -17720, -902, -1409, 22544, 24749, 7683, -17654, -5669, -27419, 99, 14221, -13850, 25498, -1522, 9948, 20834, 14495],[32764, 31937, 27248, -22349, 31305, 16983, 3519, -4330, 31381, 21915, -17671, -14177, 2342, 16137, 32393, 7512, 11590, -24282, 12557, -12318, 24296, -22349, 6039, 26313, -3676, 19708, 10396, 28604, 12005],[29196, -15316, 2440, -17454, 14336, 4808, 20266, 12764, -26677, -18847, 18485, -20656, -3695, -4153, 30660, 8680, -9274, 30284, -24239, 24545, -2042, 11747, 17068, 3100, 2003, -777, -18135, 27286, -16183],[31418, -12309, -32633, -21252, -31468, 23270, 18619, 17600, -7852, -5085, -3525, 4455, -20414, 12010, -7469, 7294, 18260, 9754, 18032, 15840, -5958, -14959, 5891, -17937, -25537, -10280, 5737, 23375, 10782],[8167, -23962, 24462, 25752, -25481, -8554, -17241, -26507, -7908, 3770, 20776, -13577, 7438, 7196, -26798, -6045, -18653, 31115, 15534, -30232, 327, -22283, -1121, -31948, 20412, -30199, 8326, 31138, -25964],[25168, 6657, -8047, -2266, 3672, 7312, 15292, 26719, 18169, -22418, 31004, 23013, 9720, -7076, -15589, 9745, 16424, 25408, 13265, 24370, 9956, 6322, -31448, -5947, -12988, -13905, 12382, -31414, 4842],[-14937, 30651, 3733, -14787, 8770, -25759, 19038, -32633, 19847, 24589, -1368, 9784, -14184, -20326, -343, 571, -20456, 6459, 4147, -31444, 14303, -6802, 32714, -30569, -5051, -7153, 19604, 5499, -7923],[26240, 24311, 20685, 29033, 4206, -17699, -20231, 12956, 23016, -14001, -12621, -9308, 31943, -2582, -12542, -8651, 404, -9499, -27121, 2647, 30415, 1619, 10804, 14715, -5410, -7643, 28284, 27524, -16276],[17597, 19303, 20810, 2119, 16946, 13419, -31089, -22200, -28360, -21113, 15002, -8826, -8, 26069, -8926, -29659, 15814, -31319, -30344, -32377, -14623, -24810, 26505, -22165, -29942, 7063, -9823, -281, -31604],[-4299, -15091, 13225, -18782, -17075, -18329, -8864, -32157, 31964, 10888, 18139, -7890, -14428, 6889, 28912, -7415, 31821, 29878, -25912, 8004, 10514, 10332, -19125, -3803, 28568, 6303, -25085, -15636, 6713],[-332, 16491, -18388, 32033, 2002, 28842, 30790, 28328, 5647, 24460, 31504, -28167, 25358, 27188, -31388, -8918, -3070, -17446, 12919, 18769, 20145, 14145, -7053, 6135, 32438, 12808, 17973, -20840, 31459],[323, 1943, 21697, -13629, -25748, -3951, -26043, -16714, 6386, 5567, -24884, -738, -23070, -18721, -8874, 17999, -28641, -3209, -613, 2373, 9561, 15599, -25477, -5636, -1912, 3449, 1447, 213, -29920],[13971, 30416, -4338, -20481, -7165, -4630, 22854, 12971, -12640, 23581, 31696, -12029, -17320, 16151, -23311, -16828, 13430, 8214, -14671, 7962, -24636, -16397, -13173, -23843, 2563, 24758, -4044, -28281, 14640],[3451, -10379, -7034, 1580, -19149, 27006, 11165, 571, 7650, 17099, 11644, -27815, 7803, 9766, -27860, -3984, 1867, -29124, -26879, -2595, -27059, -11660, -653, 19632, 9757, 4940, 20602, -9412, -9476],[-14355, -13509, 32311, 5181, -18152, -23528, -4811, -3764, 9683, -12693, 14793, -3222, -32482, -3219, -4496, 27635, -13131, 27412, 30210, 18287, 5820, -1957, -30988, 23349, -8282, 5774, 29296, 21618, 29248],[-6087, -26062, 3637, 31242, 27728, -22270, 11345, 25081, 29280, 7276, 4537, 20892, 7141, 27834, 26120, 19818, 21526, -1391, 13709, -19885, 8930, 450, 23764, -9448, 13218, -23359, -32691, -5777, 30170]]"
values_16,8,"[[25376, -3106, -8159, 26503, -24298, -28152, -10622, 29739],[-6455, 12317, 16768, -28603, -25890, -24772, 12705, -20807],[-12762, -6936, -11233, 23241, 11441, -24992, -11412, -18091],[-21605, -14856, -23317, 18200, 16714, -18023, -2558, 1413],[-13949, 8960, 21918, -8205, -30222, 25509, -30884, 27344],[7872, -25105, 15490, 13040, -2735, 24002, -11533, 29703],[-28796, -29684, 18022, -5958, 21705, -9163, -348, 3818],[-2302, -5073, -11255, -31673, -11109, 22808, -29526, 4427]]"
values_94,12,"[[7867, 1201, 12094, -12903, -32594, -822, 6592, 25027, -14766, 830, -13296, 24451],[-27316, 7820, 26158, -28639, -25120, 32271, 31526, -17543, 8621, 15858, -14333, -8310],[-8593, 1666, 18275, 14514, 24583, 29198, 13493, -22119, -29736, 24113, 11228, -19173],[21521, -16837, -30857, 13221, 16640, 26559, -25169, -20527, 25831, -486, -29371, -4509],[15872, 32007, -29829, -19635, -27289, 28751, -15916, -9084, 27904, -15022, -15317, 13887],[-14665, 25889, -20146, 28873, 10638, -23792, -21501, 6666, -26058, 27690, -9335, -19391],[-18019, -3510, 8295, -5695, 14511, -19212, 3833, 31096, -31546, 25791, -27677, 14645],[-16326, -32333, 29504, -25661, 14319, 10104, -6759, 17573, -32718, -6883, 2990, -31678],[-32405, 3820, -22982, 11763, -5391, -15236, 29085, -26999, 10647, -11676, -19063, -32300],[20626, -7680, -9399, 15847, -27813, -30996, 4134, -26491, -6554, -867, 1532, 8567],[25105, -26869, -27515, 25669, -6082, 29211, -23380, -30530, -14682, 9640, -9868, 1335],[16522, 18220, -15828, -24932, -8930, -19954, 28818, -10650, 9786, 3262, -23567, 32286]]"
values_90,14,"[[-17874, 25924, -26690, 4136, 2401, -12004, 29885, -28191, -6511, 25909, -9784, -15672, 4803, -25903],[25041, 6914, 7571, 15999, -16597, 17014, -10690, 26667, 14386, 13283, 16099, -2821, 26230, -6311],[26388, -22697, 20948, 14373, 11452, 7987, -10085, 3986, 18576, 28243, 16891, 26719, -16827, -19986],[5739, -4780, 30650, 28628, 23343, 22201, -2075, -3447, -1065, -13233, 21248, -16404, 26013, 20831],[-18480, -17513, -29816, 25583, -23588, -28087, 10370, -25546, 17458, 155, -6462, 3285, 161, 3154],[-11772, -25294, 30104, -9072, -10475, -19928, 22408, -30398, -11130, 3808, -28659, 30900, -7970, -922],[18269, 29833, 32114, 7215, -15421, 30175, 12440, -29088, 17808, -7674, 22923, -28212, -913, -6125],[-30471, -8574, 19504, 11785, -8279, 9353, -25134, 20994, 32721, 24823, -22965, 12708, -12182, -10538],[4555, 9437, -31182, 11174, 17589, 32029, 17371, 20161, -28100, -16433, 10380, -30923, 11866, -10541],[294, -15526, 29241, -8343, -9556, 14241, 21574, 10650, -26663, -12706, 25371, -7162, 9460, 420],[19691, -6676, -18411, 29629, 13183, 31632, 28836, -10990, -27431, -3399, 15256, 9702, 3259, 4875],[-32209, 15965, -31641, -203, -24610, -15506, -374, 10455, -14136, 10238, -12934, 15121, 14631, 27425],[-17743, -11778, -12295, -9662, 13716, -30114, -5863, -9103, -10673, 5386, 14768, 14087, -17767, 19328],[31512, 25405, -12661, -10933, 17346, -14720, -30223, -14747, -6607, 22150, 9542, -16878, -13214, -12486]]"
values_52,8,"[[32579, -12226, -26765, 21455, 22702, -10618, -20469, 25638],[-10914, -14115, 10986, 11259, -20867, -16990, 12087, -996],[14507, -4439, 24264, 10213, -25112, 31534, 22304, 1567],[4726, -4912, 15916, -15858, -28599, 32529, -11721, 8618],[-30811, 273, 3856, 28978, -25693, 20574, -19477, -948],[-30345, -26958, -643, 23009, 546, -13043, -20184, 1011],[15403, 32636, 30557, -31672, -23952, -20127, 24041, -27921],[-15128, -11566, 4975, 3641, -24322, -18178, 25351, 16318]]"
values_78,24,"[[19495, -28643, -23659, 22074, 4716, 7277, 6336, 2156, -22475, 30050, 5221, 26197, 26080, -25417, -3737, -31824, -1173, 8872, 27541, -3127, -31235, 23764, 3494, 15546],[1665, -12086, 4300, -2133, 2111, 24546, 3885, -31576, -2133, -23806, -5454, -7121, 3649, -23600, 10320, -32428, -10986, -30083, -13329, -12538, -26308, -13388, 22932, 3247],[-1767, 30691, 27438, 28174, 27220, 21243, -29956, -13702, -4255, 32006, 19262, 17078, 28257, 25940, 30666, 3456, 13383, 12129, -1081, -30600, -21401, 2048, -16966, -16715],[-6940, 17493, 21324, 17093, -30390, -2201, -22245, 13037, -1848, 30663, -12050, 1406, 12888, 20723, -16445, 21415, 22674, -24805, -13759, 31418, -30187, -11061, -3250, -17186],[-25451, 3524, 21261, 17784, -18798, -12850, -1398, 4310, 14999, 29918, -25792, 3252, -8785, 5319, 10935, -19401, 15767, 23, 10927, -30265, 22735, 14814, 22014, 28976],[-1165, 24111, 15607, -1736, -18082, 29365, 22868, 22738, 14996, -3172, -1832, 13695, -3600, 5363, 19380, -1761, -7916, 21687, -11632, 15515, -30934, 22205, -27649, 1623],[16096, -23122, -2714, -32163, -23494, -27579, 8913, -19163, -4138, 31821, 7463, 3226, -5449, 25500, -5278, 8506, 7060, 3449, -28178, -21801, -30694, 5858, -26709, 24623],[-18744, -2180, -22200, 12545, -16746, -10367, 27350, -26522, -14589, -28342, -30854, 20817, -24865, -32113, -2543, -13779, 25068, -10547, 16821, 30280, -17566, -18166, -10891, -30139],[-23420, -14561, -11809, -5054, 26919, 1754, 12981, -18393, 17634, -3901, -25742, 13897, -3614, -12508, -5233, 16975, 8443, -32481, 7308, -15039, 29156, 28093, -23863, 25693],[-19099, 18888, -7378, -16443, -23284, 27056, -14478, 19022, -19709, 7061, 14141, -14440, 18805, -12785, -2794, -6019, -13482, -22845, 9555, 16166, -24975, 20471, -9222, 13890],[3388, 26196, -32162, 3268, -24727, 31743, 19710, 27107, 1293, -15036, 26370, -19103, -2005, 27729, -23548, 10432, 11584, -30878, 16783, 30175, 17691, -24814, 23257, 10979],[28586, 25591, -27886, -29280, 27074, -30431, 31379, -19714, 28881, 8830, -25278, -12063, -17256, 21110, -6414, -5178, -18665, -32677, 26542, -7780, 19323, -31318, 6647, -15734],[-16496, -693, 32053, 18193, 11615, -25348, -26669, 26085, -26374, -25441, 16308, -32759, 27062, -8482, -18636, -7195, -8201, 2803, 18304, 27281, -26328, -9168, -23999, -23693],[843, -21828, 26675, -32566, -22347, 32300, 27157, 2842, 11058, -8373, 4797, -18640, -17249, 22896, 29424, -20386, 19883, -31111, 21333, 30672, -27628, -19317, -18324, 31586],[11000, 16940, -27588, 3114, 19455, -24509, -7760, 25008, 29908, -29454, 2829, 26900, -16571, -4210, 1345, -28960, 15473, 15142, 8000, -7788, 16304, -21564, 5986, 188],[14840, -2799, -10088, 30449, 14030, -13547, -23535, -7286, -22050, -18375, 7510, -6089, -5485, 24730, 10982, 20748, -6068, -13972, 3322, -13053, -8544, -15632, -25117, -22019],[-3325, 22390, 3171, -30668, 2969, -30914, -9257, -17919, 8880, -2663, 7530, 21936, -6428, -26589, 31243, 8770, 8554, 11030, 4608, -28287, -17102, -31637, 21579, 4207],[26502, 27776, -1000, 3783, 25696, 13207, -22544, 5287, -18411, -1242, 30999, 20304, -5421, -6869, 31288, -17900, -16683, 5305, -24821, -26678, 14250, 16564, -11060, -23167],[27581, -18871, -22283, 21658, -24889, 5866, 15607, -20052, -32323, -13614, -13946, -24735, -16149, 13825, -15795, 8275, 4412, 5997, 31707, 20636, 5775, 11658, -5671, 1694],[17166, 13206, 16113, -28554, -22110, -29622, -22598, -23332, -2293, 23794, -9125, 32744, -10995, 17554, -12004, -4162, -20309, 28007, -8519, -26717, 32404, 30953, 9921, -19258],[-8297, 12116, 12428, -6370, 3190, -8034, -19521, 10799, -11583, -19305, -4164, -31648, 32237, -32706, -28613, -403, 5152, 9113, -12875, 21743, 28899, 24395, 18773, -4181],[-4052, 27775, 7389, 3794, -11512, -22298, -18762, -29373, 18192, -21353, -6550, -22090, 30494, -22894, 4692, -18016, 11186, -26691, 23189, 32535, -26836, 21978, 21672, 20094],[6658, 10721, -24275, -19672, -3914, 8447, 14923, -28331, -21999, 341, 25218, 19385, 15262, -3720, 6704, 31726, 22882, 15434, 20994, -19022, -2324, -23833, -14021, 24439],[5835, -15550, -19895, 25599, 16930, 9044, -16941, -9843, 21245, -22774, -2022, 9848, -7204, 27900, 27726, 9932, -26484, 11997, -12516, 31179, -31215, -10713, -14368, 10081]]"
values_20,13,"[[-22469, 5384, -31097, 30458, 20833, -15491, 8996, -13802, -4606, 23371, 4277, 13653, -31637],[-25594, -23398, -4233, 1762, -13991, 31470, -25927, 1764, 15029, 19127, -18337, -19043, 21780],[27338, -11013, -5693, 26785, -18243, -12438, -23555, 28952, 5003, 2540, 9051, 26058, -8168],[-30163, 5537, -18326, -18951, 5845, 15161, -19356, 29147, -887, -24121, 18342, -26761, -18052],[-29857, 20811, 13714, -14667, -21853, 190, -2351, 7537, -12631, -15323, 21664, -12991, -15834],[26745, 1576, -4029, 21177, -17930, 6145, 5173, -15900, -12733, 17249, -24172, 1496, 31326],[-24341, -20005, -30014, 19252, -2017, 1061, -30262, 24441, 892, 1982, 24785, 26770, -15864],[2428, 13243, -1530, -9984, -6725, 4737, 18667, -26798, -6799, 14879, -25726, 28201, 23745],[15717, 29950, 16350, 28283, -3017, 8354, -14507, 4723, -7401, 651, -30406, -1456, 20419],[4028, 17154, 351, -32376, 7344, -6869, 28142, -9998, -29451, 19580, -16547, -11861, 31352],[31444, 560, -22923, 1685, -23869, -24001, 24581, 12807, 10554, -27441, 14243, 17125, -20143],[-26158, -9736, 25312, 25613, -6646, -7894, 5399, 26490, 30636, 12312, -28032, 8808, -2956],[-16415, -2060, -11347, 24169, -19554, 27838, 26180, 4851, -10047, 24345, 9017, 23792, 8783]]"
