inputName,m,n
values_84,80487492347831759,6149727272950397588
values_30,8956133189690058237,4070768805797480608
values_96,2866019993669142682,6127326831318812183
values_15,1129368383958348880,2837026406871492417
values_16,1129368383958348880,6127326831318812183
values_94,2866019993669142682,6149727272950397588
values_90,2866019993669142682,4070768805797480608
values_52,3409889549687150520,1967234142311898359
values_78,8116730268270831982,837530123689508658
values_20,7075050530039885272,4070768805797480608
values_53,3409889549687150520,1534892897044428787
values_43,2393497280942793287,1534892897044428787
values_42,2393497280942793287,1967234142311898359
values_0,9032102205818778066,4070768805797480608
values_61,7587479909510741234,6816924145812393569
values_97,2866019993669142682,7077665523886943778
values_14,1129368383958348880,6149727272950397588
values_87,80487492347831759,7077665523886943778
values_50,3409889549687150520,4070768805797480608
values_83,80487492347831759,1534892897044428787
values_67,7587479909510741234,7077665523886943778
values_86,80487492347831759,6127326831318812183
values_23,7075050530039885272,1534892897044428787
values_64,7587479909510741234,6149727272950397588
values_44,2393497280942793287,6149727272950397588
values_71,8116730268270831982,6816924145812393569
values_93,2866019993669142682,1534892897044428787
values_88,80487492347831759,837530123689508658
values_26,7075050530039885272,6127326831318812183
values_59,3409889549687150520,1282266787932491536
values_57,3409889549687150520,7077665523886943778
values_82,80487492347831759,1967234142311898359
values_75,8116730268270831982,2837026406871492417
values_51,3409889549687150520,6816924145812393569
values_7,9032102205818778066,7077665523886943778
values_92,2866019993669142682,1967234142311898359
values_56,3409889549687150520,6127326831318812183
values_47,2393497280942793287,7077665523886943778
values_95,2866019993669142682,2837026406871492417
values_98,2866019993669142682,837530123689508658
values_8,9032102205818778066,837530123689508658
values_18,1129368383958348880,837530123689508658
values_28,7075050530039885272,837530123689508658
values_81,80487492347831759,6816924145812393569
values_17,1129368383958348880,7077665523886943778
values_38,8956133189690058237,837530123689508658
values_41,2393497280942793287,6816924145812393569
values_73,8116730268270831982,1534892897044428787
values_66,7587479909510741234,6127326831318812183
values_58,3409889549687150520,837530123689508658
values_70,8116730268270831982,4070768805797480608
values_46,2393497280942793287,6127326831318812183
values_11,1129368383958348880,6816924145812393569
values_33,8956133189690058237,1534892897044428787
values_72,8116730268270831982,1967234142311898359
values_6,9032102205818778066,6127326831318812183
values_10,1129368383958348880,4070768805797480608
values_27,7075050530039885272,7077665523886943778
values_24,7075050530039885272,6149727272950397588
values_3,9032102205818778066,1534892897044428787
values_69,7587479909510741234,1282266787932491536
values_36,8956133189690058237,6127326831318812183
values_21,7075050530039885272,6816924145812393569
values_5,9032102205818778066,2837026406871492417
values_49,2393497280942793287,1282266787932491536
values_1,9032102205818778066,6816924145812393569
values_2,9032102205818778066,1967234142311898359
values_13,1129368383958348880,1534892897044428787
values_32,8956133189690058237,1967234142311898359
values_39,8956133189690058237,1282266787932491536
values_4,9032102205818778066,6149727272950397588
values_65,7587479909510741234,2837026406871492417
values_85,80487492347831759,2837026406871492417
values_62,7587479909510741234,1967234142311898359
values_91,2866019993669142682,6816924145812393569
values_25,7075050530039885272,2837026406871492417
values_63,7587479909510741234,1534892897044428787
values_12,1129368383958348880,1967234142311898359
values_79,8116730268270831982,1282266787932491536
values_54,3409889549687150520,6149727272950397588
values_9,9032102205818778066,1282266787932491536
values_74,8116730268270831982,6149727272950397588
values_22,7075050530039885272,1967234142311898359
values_89,80487492347831759,1282266787932491536
values_48,2393497280942793287,837530123689508658
values_99,2866019993669142682,1282266787932491536
values_60,7587479909510741234,4070768805797480608
values_34,8956133189690058237,6149727272950397588
values_31,8956133189690058237,6816924145812393569
values_37,8956133189690058237,7077665523886943778
values_76,8116730268270831982,6127326831318812183
values_19,1129368383958348880,1282266787932491536
values_45,2393497280942793287,2837026406871492417
values_68,7587479909510741234,837530123689508658
values_35,8956133189690058237,2837026406871492417
values_80,80487492347831759,4070768805797480608
values_77,8116730268270831982,7077665523886943778
values_29,7075050530039885272,1282266787932491536
values_55,3409889549687150520,2837026406871492417
values_40,2393497280942793287,4070768805797480608
