inputName,n,key,arr[n]
values_84,25,7371,"{9413, 3119, 31822, -19372, 31473, -5201, 1264, 15202, 23084, 5054, 32663, -11929, -7025, -12855, 12692, 30398, 22142, -23123, -5450, -12715, -11992, -19555, -12946, -10072, -29364"
values_30,24,-26679,"{2413, 21160, 8877, -8746, 13464, 26041, -5411, 9901, 6438, 31659, 10866, 30804, 14029, -22230, 27635, 15344, -32489, -17550, -6910, 32618, 24983, -17979, 11999, 1864"
values_96,23,-22622,"{-29184, 19441, -7961, 20265, -23546, 26897, 20344, -18031, 20503, -19694, -27480, -8634, 7870, 27089, 24579, 22674, 365, 21702, -14611, 24555, 25853, 25716, -24362"
values_15,3,10495,"{11138, -3792, -29019"
values_16,3,-22622,"{19066, 7913, 20332"
values_94,23,7371,"{-3704, 3163, -16918, -32109, 26095, 21893, 20652, 24910, -14539, 12459, -29685, -5080, -27034, -5495, -2317, -30132, -10537, -6335, -22321, -15549, -8267, 17756, -30088"
values_90,23,-26679,"{25276, 17800, 9202, 26013, -26536, 19953, -18290, -25483, 25177, -9597, -31886, -29985, 28019, 17237, -1874, -16255, -2241, -1387, 7283, -31799, 19236, 12256, -31742"
values_52,26,-3883,"{6352, 32009, -15287, -21814, -19536, -3162, 805, -15101, 22681, 28727, -26198, 29947, 8535, -7044, 5463, 26500, -15896, 685, -16836, -581, 9829, 10865, -21825, 18918, -5971, 17709"
values_78,26,-26347,"{-12113, 25531, 30383, 10517, -21149, -2892, -14792, -11823, 17453, -23065, -24636, 31762, 22140, 13455, -14234, -26851, -9860, -4886, 4763, 29828, 12104, -964, -6041, 632, 29538, -17966"
values_20,25,-26679,"{23103, -376, 18687, 27553, 6225, -970, -29722, 187, -17475, 25652, 8081, 3689, 28064, -31146, -17872, -32041, 32230, 15301, -8792, -7341, 31874, -22375, -397, -5536, 27454"
values_53,26,25228,"{15416, -31830, -3797, 19511, -12422, -13192, 14149, 16879, 32549, 3340, 7269, 14718, -27516, 29022, -5404, 17553, 14154, 21661, -15015, -11372, 26813, -3258, -25866, 5603, -29563, 10618"
values_43,2,25228,"{4788, 15572"
values_42,2,-3883,"{-15756, -25730"
values_0,3,-26679,"{-31584, -27342, -10942"
values_61,5,19093,"{15307, 8019, 32766, -14383, 30820"
values_97,23,7834,"{-32386, 21408, 27581, -29396, -30449, -27277, 30098, 5555, 25183, -31924, 17301, -14773, -19299, 28927, 12428, -21915, 11887, -27967, -5400, -9249, 8241, 24408, 27028"
values_14,3,7371,"{-9521, 28814, -1392"
values_87,25,7834,"{19307, 8151, -12905, 6968, 32484, 13125, -10727, -28823, -28678, -23262, -24261, -21208, 30784, -6302, 17573, 18282, 12075, 31109, 32196, 16871, -22598, -22963, -27935, 3862, 9866"
values_50,26,-26679,"{-6891, 5216, -22691, -7782, -28906, -21467, -32185, 30710, 4615, 27631, -16660, -17773, 16389, -27345, -30499, 15598, 19685, -15788, -25293, -24195, -24270, -1371, 6032, -10504, -8982, 3537"
values_83,25,25228,"{8431, 25544, -20641, 22189, 21640, 11770, -8368, -25236, 28581, -20124, -16646, 9919, 32496, -11697, -24563, -26877, 2328, 21682, 5684, 11137, -2601, -10620, -5990, 7651, -4027"
values_67,5,7834,"{-21529, 1694, -31624, 4456, 17340"
