inputName,size,a[size]
values_84,18,"{5200992286053312567, -5572530816132457199, 5262942516996886666, -703239552699162224, 3281731921076166219, -2959182706477676257, 8977138775297913589, -8335008722589426876, -5963944976634023045, -6715919939518740789, 1807697404888859962, -2097621722154737677, -4035741511050926407, 219645290947639577, -6160696391895398820, 9143505539878546503, -5960713490865626770, -1830601727199445400"
values_30,8,"{-5235948569620357360, -2091881040438657085, -4784741973726935935, -212790955795639676, 7587040662479776462, -4177882815812456795, 5895882938729614080, 1296308195881606154"
values_96,26,"{3486985532339962530, 6477435702513145192, -3686759165626149774, -8067232772010743779, -7703728007756505165, -8083636167778248685, 7156165060536412104, -8382411352691122863, 4104625265117067941, 9130760698503500883, 5018209073739783082, -7516154410034622312, -6358559550790761195, -957591408879669889, 7434415104795029360, 1103565851798146340, -2780431924240811575, -5976104334361885850, 7544786609701152607, 5927457636018673042, 2533003946584963113, -4100460895300950275, -3208184198362207220, -2248448527661647165, -4215654796447008701, 4319336752493010345"
values_15,15,"{-3120325983501775253, 7037421134923816574, 7432633701795487248, 3116226265980519764, -5499063028511410471, -4261641759367220543, -4866677933222234243, 7826181724881117999, 8950387046280224078, -1384290693482854490, -8764364266040501274, 7329592426553601729, 2226794325798048234, -945564168127655714, -9046859359691036138"
values_16,15,"{-6950238061447780398, -6800303429258063003, -4038880122663005898, -4419986040345875764, 8520538025025263616, -3177448583794777629, 8038429762640776112, -1737171495358454898, 352970474788143646, -1636707984701675931, 6275710208854635943, -7799982999399789769, -5837860719579306562, 5283946922045217265, 9183167099813588"
values_94,17,"{4445398649033781174, -6727150125111813650, -8891559656626138854, -3951880926050633907, -7812903353410708235, 5147258200249652056, -7832631919682375593, -897294217443812298, -5924357556484789165, 2720602067920221023, 7611608844221366379, -4695981734389021288, -3654690872865541394, -3931583568998303443, 6678101209987270301, 2955592145008766579, -1910322858450152465"
values_90,9,"{-473629814792949085, -7281943063315569282, 339900622077440914, 6721955725439497186, -531248130618104604, 297016574488690997, -6872246375822980930, -6789354571688825779, -6866121918176537208"
values_52,9,"{-7672043559492262006, 8540950333166292772, -3874502423693851403, -3964008670853381666, 5569233164061355370, 2512973139741489042, 7428426158896575261, 8227978828456649385, 6867527337825755006"
values_78,27,"{-703714291547750040, 69987297772815572, 5356067309299123892, 1800396218969403454, -4132756328560697471, -6024663066752091888, 3938982793486363388, -1669298069911244533, -1479758429357062952, -7120255767647344991, 671469621399225013, 1218550488888986259, 3491236846198397403, 418575716865078181, -8056684291135911867, -8929954812797463176, -5357581230161516218, 5374455355074311782, -6578746159471411957, 8212183745547162946, 1213829259237495017, -6610158622568973166, 191682731793355680, 3655416009350910994, -5965727385679249227, 628501300372602809, -2204291562224948420"
values_20,23,"{8548513714883722691, -8574047612683576506, -270386594587260056, 2435160971776713970, -1426278775152042587, -5517888492940934792, -498024749486567307, -8125912631791740541, -9001363992253401838, 4278155420429047774, -1452234701549395886, -4591491222624665903, -5371833463906314687, -795026738695864637, 7267307124103734131, 4216203569627385025, -2163483943419354284, -3311710822281681257, 1812745409079118109, 985757875441327328, 975065790496852233, -1578789314601094754, 6481125814101662547"
values_53,25,"{7613219268886500978, -2135235416100114651, -7237634095736074856, 443322676131246549, 4120002455527874384, -788855185653635533, 7081481353745494216, -803910041663281080, -8333745447513973249, -817707741046351614, -9178031759238046992, 1091965448875937482, -1486225310761223707, -3818174360028796618, 6790292921887422727, -1013276867784675320, -9162628949822885068, 2682190665812139801, 7145341161862923088, 6135882469208351913, -7120127350014715933, 7856447589960746318, -7729183802481704123, 1043875669410191249, -7804034163907707060"
values_43,3,"{-7924141149356989735, -3075940042344971728, -4298044048422623594"
values_42,13,"{-1657393435134305842, 7745561121541444107, -4059668941279637621, 8538470495500171372, 4009664626798646663, 1016794225077871930, 4951999755000889408, -1128345408041021947, 3701349800468248870, 2447502849744874658, 1075874600194880693, -2277216824074003700, 1808784559763902342"
values_0,8,"{-2596338313228173379, 8002082218687459171, 8616832006014287068, 8499378816682393208, 3150383573531555371, -4217633073665865478, 6550951295590284364, -1876432845899313096"
