inputName,n,key,arr[n]
values_84,30,5033169059098136236,"{-4898613862693565301, -9219822317319085245, -899779243481591498, -3035806730403302301, 2898514340675896417, 8490013991542470104, -6235831775242573908, -5941925235534429821, 8070559856555114465, -3144227276201290508, 7182129367217069511, -4829183503834158955, -6246115998136602630, 3880925044585297155, -7300300596084426292, -840487630978341110, -2490899909009104298, -8751465886544647098, 6874470919670943015, 8454356671802358409, -8380639380616943399, 5885040642389790401, 2220217025420010250, 3985784289460440090, 7017506942959816997, 2209871073176073411, 3105911969512044942, -7252462373267607643, 2422776549606544144, -5207780367269601563"
values_30,4,-794807756397490933,"{7420168029714295171, -3397816671177382839, -8167760026873632397, 1773526770070499434"
values_96,30,-8421663552744776496,"{1908625827193590119, 6032738200291626166, -1504932725975583884, -6298688394375809221, 706455080241201257, 3593438353985094657, 3946181162715734748, 7442787769034959638, -7936951260583746117, -5115507360486460223, 5761023711763239318, 445403304014246362, -1071629072678074906, 6325408242996268281, 6056310649800012835, -8712144308572896605, -8292522479273350293, -7627068611169903858, -3648795696748641883, -3358960940978019236, -184829525599278079, -499687090716277801, 3121324207275263405, -6054701962182582102, -5400422632346785332, -5071139447151731896, -7316544490823051713, -5123739374087613240, 3783389103365100055, -2393205112950591429"
values_15,4,-4143289778703451229,"{8342677250717244382, 2479581652074440535, 6787903417521256943, 7067750078846905340"
values_16,4,-8421663552744776496,"{-2135946647340001948, 7518056648694079717, 2550825185532347416, 2393138959278320760"
values_94,30,5033169059098136236,"{-8378293086083160872, -6368670012323765950, 6077813354752725541, -4424677379017015493, -6573544909828242453, -4573772771036564348, 4638614305880015760, -4685864686974323096, 7115378252462167007, 7879271373613377022, 6220232922167095561, 3426282801800337210, -1700782760217399317, 5447146237940174377, 6628950519863489861, 2858225307681781688, 5220988467844389489, 5431335400035078814, -6989891428241927461, 4118149979273562170, 5809441716458265471, -6110465978397377845, 3200215753684805489, 7621135279196254108, -2119246694415773467, -420293576424631580, -5582361013489828383, 5261946732445702449, 7442908620415832453, 3322213650308489946"
values_90,30,-794807756397490933,"{2304351068844503119, -1306996979906635394, -4893544840185225026, -8711054884257105477, -7507116419730654410, 8208363744446879545, 826741673198946538, -5620671764336054881, 6503103264617736543, -4989345517211270538, -5651268415500908238, -4400672464699227996, 1470629068050358478, 1830712681995102204, 997825804617883134, -4324379400617375496, -1664666088272140332, 741780746222727528, 733454835556453604, -3461649870030161656, 1436243917848045536, 719843989913736769, 432762887791122112, 2993123676449466251, -1325726145157627001, -3343191321831138654, -1817690939230682625, -5049351841758399380, -2531433562220358843, 552456058029624539"
values_52,28,3480604473001081871,"{-5126902588008574342, -2893307903371031848, 5837893440764140136, -2718787797606983288, -5148487328251120955, 7684054323953947143, -6797259781160575501, -326539911600725709, -1640287568754293813, -3080169723884075729, 3877458120477999977, -764215564597186422, -3625233568326336238, -5248986818299587685, 3516445666933498927, -4712149258544622591, 7283722222627163321, -3769003465924583835, 8411686066774514345, -1612698593230727423, 6437826102574495288, 8133340550638456129, 8375775506508041083, -5514907981156395951, 7368288444466329639, -2231683121589858547, -1041032714332396491, -3896806342396958164"
values_78,29,-3995488556302699317,"{-6694356518810415345, -2101582261295842783, -7240566073154506879, -5446574214467197450, 7177497499108483546, -1018818894420745622, 6867835342616091033, -1288649508033401204, -6187885856936157729, 6745365498685414187, -8931613478332970911, -2573452416429290009, -650273656051946816, 9134498856056469409, 7233276793069131796, 4355691284225241241, -8582414582828303656, -4849618045878382713, -452808317038385567, 751805040198012014, 5267440906029192038, 3588296305614249379, 2887502806736262074, -3878608916202347801, 8940566304472527549, 3097297427508119324, 4907029737051169450, 9096338605442011364, -9049523739513369953"
values_20,10,-794807756397490933,"{878318343073017051, 7076508876524239217, -5654573790467281982, -8542007771519745129, 2611214402643054317, 5353570362153475028, -5704324767378042984, 7148222347180146163, -4129020690937715886, -4934891596246754170"
