inputName,size,a[size][size]
values_84,10,"[[552170388.849, 912013768.667, 1098429980.036, 1622712894.215, 480452680.228, 306823797.789, 27463588.607, 878100268.672, 332854723.926, 1685584928.763],[927299850.644, 398459715.041, 889493532.697, 190293036.455, 919550098.567, 785387474.459, 1015721076.785, 1583615852.911, 53170104.032, 1772227818.247],[1157511326.729, 130351645.32, 1607082473.734, 333538894.477, 2102451367.885, 439037372.216, 318315936.905, 1674339495.128, 110735990.512, 1603904447.827],[1918517947.856, 508418179.167, 1276357152.133, 748465645.916, 1782225466.612, 224213969.267, 811688015.383, 1524890195.633, 328373372.912, 2000147884.697],[1360669066.175, 1818948203.036, 1752889423.016, 514746934.533, 274656226.821, 1724280485.118, 921428262.511, 589172266.35, 967310245.398, 722162710.602],[1509971737.923, 257129867.123, 1845985173.988, 958023629.588, 515992596.144, 1151567888.319, 1383462339.241, 1111187031.954, 176491984.08, 1871959526.804],[2144357528.509, 2081348285.979, 1447609119.306, 542110574.081, 876163049.797, 1455116144.222, 1960707262.896, 1678869927.898, 181853783.121, 1460282642.231],[576829972.265, 274916177.375, 586631781.028, 1705126218.985, 318132309.237, 1716709018.154, 691452822.854, 779994429.907, 1335055551.092, 1439540511.647],[465405267.444, 2110896080.227, 1276198708.27, 232254347.803, 1831922505.815, 1581894784.609, 2080636676.713, 1290095197.342, 61780756.102, 807983612.646],[270456988.855, 1664573238.283, 980727207.607, 208487787.518, 1291908416.765, 961874472.115, 393306897.171, 872797367.211, 69287355.358, 866310283.079]]"
values_30,7,"[[1678740075.684, 683560965.813, 817563213.746, 1099408634.066, 1464613335.536, 139368418.765, 718482508.92],[187041809.705, 1270361572.454, 366783368.241, 1085263936.854, 2864547.308, 645983323.845, 1984807382.435],[864477521.78, 1251306410.045, 1698046740.183, 1583038369.555, 581415604.555, 854728445.708, 249862362.748],[811666819.646, 188525421.821, 1823243227.6, 394411336.033, 1301364173.623, 1344459374.877, 1139926855.297],[191451852.662, 561639046.639, 1494575004.442, 1652570956.79, 2056474822.419, 281563054.308, 1104606961.128],[74435774.464, 432733508.844, 1175046076.719, 1786833954.609, 177718760.646, 1557473099.558, 516567606.61],[15761259.929, 911956133.093, 1212700880.334, 436658762.176, 2002151777.34, 117341546.06, 1872402393.405]]"
values_96,15,"[[1061897778.473, 479056229.42, 696318719.762, 241989697.217, 1166993650.271, 2130180913.173, 469346888.908, 1589095033.719, 1269393210.684, 535674291.557, 1466549583.713, 141441830.492, 1175824340.24, 613232897.35, 1339411127.071],[942878066.666, 57973239.062, 226376509.622, 757510370.329, 213731713.182, 1962784555.721, 1809872874.704, 950615365.315, 1111970217.051, 720991943.567, 2133461920.457, 1179353453.542, 641599803.735, 391598917.326, 1494747610.541],[974481889.642, 118144534.535, 1851412556.401, 586189847.886, 50886006.261, 1277185212.67, 1910766475.755, 1078352248.525, 868411084.832, 1825210575.85, 1991676941.849, 833981130.673, 559947545.568, 1429193881.524, 863060798.87],[766287245.728, 88667676.27, 1313751196.513, 1657613572.159, 2056600254.771, 932972285.553, 552685242.739, 523615222.583, 1186208740.407, 1622161441.967, 1822038984.977, 1903961439.753, 1715802400.059, 399126166.036, 1426447428.68],[112085618.283, 1180094178.51, 1033802156.387, 71239964.299, 956048493.915, 1559775817.599, 1830568893.194, 63494272.315, 1744415000.908, 395261281.731, 483318774.506, 1046325681.618, 1844582727.701, 1331112864.738, 1716972008.598],[1047643338.787, 232442249.568, 1615424129.951, 298811572.182, 2149264.37, 1231737310.144, 586167725.163, 1493674748.641, 1957187426.802, 373536083.559, 276187870.775, 514853948.384, 1720788523.376, 543473586.044, 641161662.432],[1942832738.446, 1138381104.809, 1119095299.316, 1152953550.094, 1467560396.835, 320260094.581, 1144915268.95, 733585853.148, 1934678900.578, 862666702.537, 1847327377.55, 1459767534.63, 918666947.019, 476272094.088, 42296143.575],[1292739533.016, 1300228275.73, 1463014972.566, 239464900.461, 1713264995.258, 274161006.356, 1442149518.123, 1378612744.566, 1731208938.614, 2090876371.723, 1142224945.403, 1172187684.089, 1256895420.608, 1501231002.92, 1440976324.501],[1930369147.248, 2008712776.513, 153984324.388, 865904140.67, 1516515272.116, 209415212.561, 1371284583.157, 526188571.467, 1777977089.497, 1340483598.849, 1086804920.405, 978809020.488, 234385071.543, 477056146.27, 1325443475.512],[1497474811.921, 1750957622.132, 9944695.069, 889431373.25, 355622832.588, 932473114.745, 806788141.648, 245499129.212, 2016010723.451, 1051517716.124, 290861936.0, 360634875.114, 317058049.844, 1913067539.139, 1705684808.917],[358859554.078, 1613038258.022, 461103673.029, 476403814.383, 1868894303.943, 344409605.519, 1377079263.374, 1245423872.274, 1276300793.973, 1717390150.975, 1104498706.038, 1582565828.759, 1158813477.671, 514956284.036, 883851783.245],[187096326.488, 349427695.663, 1063255095.967, 1295613284.279, 424992777.03, 1867529333.945, 1857646447.405, 1606429636.726, 1234466119.435, 482638392.103, 1405603169.721, 1747997903.379, 1018843448.142, 269273873.746, 1249923063.877],[117275695.29, 41683911.423, 559079565.302, 1413125457.657, 1550467510.574, 835511990.238, 808629958.49, 2047226599.549, 318917238.763, 557325886.645, 122274662.567, 1551160416.946, 367646346.251, 2088360276.503, 1479877092.833],[1293275101.744, 1105920573.711, 673725236.274, 1690109249.123, 639858963.972, 261201101.061, 465767456.245, 1285734648.625, 1195138152.02, 109688307.031, 1356624468.757, 1760800.613, 1600671403.867, 2120629327.477, 277502593.632],[2023560579.571, 717328397.46, 56314134.575, 2109009486.051, 814848526.7, 1098963635.884, 1069954765.62, 1553042972.833, 1927872665.858, 1664490999.247, 2051102268.931, 2112119981.536, 777899572.351, 1319101046.016, 1965107438.319]]"
values_15,3,"[[1327959102.344, 2091330859.837, 1045742209.058],[604954309.88, 286219433.104, 884791472.308],[1013423710.796, 1561265326.441, 398070226.924]]"
values_16,8,"[[1599151562.897, 2058893911.255, 951246407.891, 1538731619.907, 1369466515.402, 209491433.446, 757074070.242, 918102634.181],[1155233300.373, 1479753009.856, 2123647335.363, 176665842.503, 411243636.287, 1945587877.25, 1864278078.506, 1752623482.126],[166734125.282, 1202049718.132, 1851420553.026, 990941302.522, 746265280.375, 162186811.958, 1035658254.899, 599291609.642],[39818318.989, 1942862843.942, 570892336.53, 679080455.868, 1929186106.325, 506842116.35, 204655133.087, 12679775.315],[1627192264.022, 1550865055.133, 628802661.292, 560950011.732, 141939932.694, 829673144.408, 1762086173.714, 966952510.89],[1162920410.907, 1445634139.778, 1443167480.872, 578938687.361, 564134784.429, 481472654.634, 1743468032.232, 1964609577.668],[1701010581.191, 147901663.024, 852682570.189, 1535671120.611, 1853947364.046, 1268356615.074, 1276666172.633, 1404510652.537],[1463945206.072, 1506060105.952, 1853744547.806, 1955725404.322, 1922757150.104, 1453988821.944, 1026012783.572, 988009441.387]]"
values_94,3,"[[482428464.813, 202984275.206, 1986658332.115],[1476966278.343, 600102523.71, 511484204.558],[1841565081.397, 1065605760.569, 655675242.837]]"
values_90,8,"[[563809542.064, 1498896136.913, 330090380.745, 274842378.161, 1977817670.33, 926117875.971, 1806550269.922, 2145326357.775],[1153823889.379, 1555099557.723, 1537981696.352, 1860962845.818, 1994682404.347, 2053089542.812, 1984855846.968, 321920736.47],[1311181013.664, 1126344349.843, 1584496449.865, 821532924.105, 1253519474.761, 2001367472.419, 829763473.25, 140748793.284],[585375725.306, 1036244353.756, 308746044.229, 1933807258.026, 746931026.432, 692814887.122, 111494186.023, 248343439.38],[1473306288.24, 2039635098.287, 1849160229.096, 1328408971.439, 1450788710.982, 147965617.513, 88628519.263, 1279982720.513],[923518874.394, 160961271.703, 37961672.408, 1798831599.29, 260398352.036, 713727919.345, 920248846.839, 894581659.698],[1694010695.137, 334200153.045, 1659130197.363, 1350913691.104, 1184640256.688, 85803920.896, 372166915.183, 973076746.274],[715198339.762, 1030584950.673, 625568334.683, 733125952.898, 788603270.445, 1338776346.297, 847355682.825, 1406502357.287]]"
values_52,10,"[[1071756137.148, 1714707790.195, 1328135587.004, 49910739.984, 1377356359.174, 1981246861.525, 1657859226.159, 505839777.937, 277863314.842, 873870258.532],[668611889.598, 951300611.996, 1377127651.495, 1827970949.314, 1029618244.613, 1181983753.764, 1703589766.922, 1787851728.286, 568481480.332, 1608463523.154],[1069535635.155, 1058470454.725, 1285881358.936, 234882921.154, 562282368.463, 1065769406.1, 2006614050.237, 115748068.539, 955386963.109, 796281576.161],[827130694.451, 524672688.342, 1378433923.312, 93017517.751, 390944214.644, 2145150918.463, 859966230.123, 553930868.942, 325070872.535, 449276692.155],[505617318.639, 939620891.309, 596800119.445, 1580204434.091, 1760589426.289, 1599380615.132, 776288548.603, 2007595895.797, 1351294114.615, 1990090504.901],[2015100561.618, 660964789.238, 988743079.536, 667644902.422, 1971671756.352, 153862827.148, 746965260.465, 191860679.961, 1371882169.514, 1190822347.893],[1932491972.917, 916438160.288, 558488089.386, 170927527.526, 1743989114.092, 1491106223.041, 839878525.239, 70463028.852, 289548835.247, 1458152440.093],[244000877.594, 2016924708.549, 1457285274.204, 1151938222.684, 1391747579.212, 1562717335.043, 1278834434.734, 238335188.248, 1827895571.704, 142767724.158],[1337898149.789, 1635355231.347, 1870417297.346, 2109401739.987, 1718369873.341, 556034711.209, 1863779378.677, 143947252.61, 568982621.7, 1270567376.723],[780225510.241, 374414988.383, 1288824462.017, 908321573.271, 925754710.638, 2086331539.965, 1029463915.216, 48600484.879, 1670144887.153, 1628848301.22]]"
values_78,16,"[[1603548504.262, 130027322.515, 905695654.638, 2592088.818, 1358421745.172, 806911146.179, 1371782327.703, 1375548675.97, 142088891.722, 1010738721.605, 1213317562.931, 1099188598.97, 2036057149.575, 2350892.389, 453392748.263, 809234011.916],[105713314.758, 1779520926.006, 700526312.169, 750919582.786, 643546515.573, 353696825.279, 1337593252.017, 1802404806.253, 21398751.922, 2011088716.6, 1803408903.382, 1220640074.1, 1478819574.012, 1898798463.001, 1971267694.831, 1714116948.785],[182460792.281, 1202814745.34, 1107229911.072, 103602849.306, 990434205.881, 1137252021.644, 423124570.034, 2139356295.601, 954889537.701, 1715680612.718, 798361283.768, 58541484.093, 1365449577.739, 1504864391.764, 1358059312.171, 852785758.897],[1317318421.436, 7936228.946, 164729628.856, 1556571881.775, 2145762007.176, 1231478462.655, 965716122.204, 1140630576.37, 230795485.518, 1089663907.415, 1179020548.378, 897670284.559, 958746222.508, 586738979.38, 1257291667.986, 1613902138.226],[1701855077.137, 1917106789.013, 2007217791.704, 1778973914.736, 291223292.171, 1301082969.91, 993981566.805, 2141449122.322, 1856741392.884, 2055556369.934, 2085916228.521, 837635896.752, 746032016.302, 1923529780.604, 1922170794.0, 658079682.231],[1817006722.025, 480832604.379, 1719695112.501, 571756177.189, 891037797.981, 60795213.799, 791357614.461, 2015122318.077, 878800022.16, 1694736923.226, 354619275.657, 1388260646.353, 1315706142.289, 320017891.459, 1363988358.057, 1287979250.787],[228244148.117, 57783441.79, 1614948590.097, 1447004159.174, 1507327523.163, 689493309.124, 1168602753.772, 2025993162.142, 2146785889.228, 568592392.685, 1821570537.921, 126108869.117, 539616331.879, 1535654650.016, 1463580199.815, 1580288832.873],[1425737143.311, 1082219877.104, 117524535.246, 516050898.954, 1367031113.83, 293702806.245, 470300309.024, 867338311.272, 1925295930.255, 598159337.492, 1871199370.822, 648822192.512, 485303738.719, 1496120092.71, 1813956446.606, 391626999.908],[1314131737.672, 2016251630.778, 399899674.889, 933461863.492, 930011969.157, 262268310.75, 1606807220.061, 954129243.602, 348852582.342, 2053924009.264, 1272991228.763, 1398104885.099, 196776906.558, 268483411.178, 346770529.32, 363292291.596],[2039640079.846, 663221695.756, 1421934615.204, 1497498180.616, 914087067.651, 1534573237.807, 1689414494.36, 1896520492.257, 1440987793.983, 472213672.385, 1341156616.176, 525211924.868, 653117301.045, 975108930.664, 750103825.01, 1817802195.241],[1065791740.333, 396425368.065, 1998355994.115, 906041930.556, 1539386843.108, 299893229.222, 2074489259.785, 1774597703.596, 844179145.452, 152370644.941, 741911905.925, 1425143476.346, 1124448305.225, 12255405.522, 1653258278.672, 84900163.672],[751689277.408, 392448600.945, 381382646.17, 1768636086.235, 191692538.407, 936482246.79, 799578522.126, 641032541.78, 1135376201.359, 1856363245.043, 1640785383.222, 1131476509.096, 1912119269.107, 118391539.756, 1237883154.178, 1549507953.574],[1606563979.749, 2025658373.857, 388252151.72, 219860663.862, 43079598.104, 219454729.654, 1538956952.106, 19050681.986, 1103691119.779, 1194938211.772, 2025671872.562, 699878556.333, 1645691221.759, 1593417878.732, 1844073538.961, 1561061486.657],[221227926.21, 186920549.775, 1967197447.2, 1005824863.658, 1919125699.776, 64990140.111, 138204326.834, 1581140745.998, 2074973362.344, 1184502619.548, 432066176.814, 833010915.166, 632712193.724, 1855509353.018, 1254147824.576, 1008637257.613],[751473464.992, 121185107.97, 1713444555.103, 605251057.096, 554802542.065, 1004979057.387, 1233388534.043, 464940675.073, 1959116592.476, 1210119054.582, 1340003383.827, 804994537.19, 1953849196.626, 2043503140.667, 1775896259.574, 1166438332.085],[140935633.566, 1235890699.962, 1945227202.322, 954459668.599, 1463410547.009, 1255262129.635, 770515852.613, 5386251.797, 657976315.809, 1204744905.41, 258924567.718, 936471008.143, 140537944.614, 712430415.674, 1337247116.489, 222696687.236]]"
values_20,2,"[[720351294.801, 785911631.549],[1321385976.032, 728205422.687]]"
