inputName,m,n
values_84,25125,30735
values_30,18009,13189
values_96,12689,10218
values_15,5403,7415
values_16,5403,10218
values_94,12689,30735
values_90,12689,13189
values_52,25583,14452
values_78,5067,12456
values_20,30902,13189
values_53,25583,1228
values_43,428,1228
values_42,428,14452
values_0,12936,13189
values_61,356,21557
values_97,12689,2962
values_14,5403,30735
values_87,25125,2962
values_50,25583,13189
values_83,25125,1228
values_67,356,2962
values_86,25125,10218
values_23,30902,1228
values_64,356,30735
values_44,428,30735
values_71,5067,21557
values_93,12689,1228
values_88,25125,12456
values_26,30902,10218
values_59,25583,32564
values_57,25583,2962
values_82,25125,14452
values_75,5067,7415
values_51,25583,21557
values_7,12936,2962
values_92,12689,14452
values_56,25583,10218
values_47,428,2962
values_95,12689,7415
values_98,12689,12456
values_8,12936,12456
values_18,5403,12456
values_28,30902,12456
values_81,25125,21557
values_17,5403,2962
values_38,18009,12456
values_41,428,21557
values_73,5067,1228
values_66,356,10218
values_58,25583,12456
values_70,5067,13189
values_46,428,10218
values_11,5403,21557
values_33,18009,1228
values_72,5067,14452
values_6,12936,10218
values_10,5403,13189
values_27,30902,2962
values_24,30902,30735
values_3,12936,1228
values_69,356,32564
values_36,18009,10218
values_21,30902,21557
values_5,12936,7415
values_49,428,32564
values_1,12936,21557
values_2,12936,14452
values_13,5403,1228
values_32,18009,14452
values_39,18009,32564
values_4,12936,30735
values_65,356,7415
values_85,25125,7415
values_62,356,14452
values_91,12689,21557
values_25,30902,7415
values_63,356,1228
values_12,5403,14452
values_79,5067,32564
values_54,25583,30735
values_9,12936,32564
values_74,5067,30735
values_22,30902,14452
values_89,25125,32564
values_48,428,12456
values_99,12689,32564
values_60,356,13189
values_34,18009,30735
values_31,18009,21557
values_37,18009,2962
values_76,5067,10218
values_19,5403,32564
values_45,428,7415
values_68,356,12456
values_35,18009,7415
values_80,25125,13189
values_77,5067,2962
values_29,30902,32564
values_55,25583,7415
values_40,428,13189
