inputName,size,a[size]
values_84,17,"{-1088062795.433, -743144351.836, -1006999809.226, -235012269.114, -208022117.548, -951733616.007, 623371738.24, 1933129340.129, 847700585.842, 2094563084.545, -855744576.175, 1570844259.632, -1998354555.171, -726887829.7, -97335005.434, 759115550.007, 1800936498.718"
values_30,5,"{1726263830.878, -329800833.733, 197090978.854, 1650436963.178, 465700631.811"
values_96,16,"{422384358.737, 889212351.35, -1400796760.177, -1519382500.359, 1660635872.441, -358496473.671, -1385113285.435, -662912281.873, -1944981234.739, -1742158411.526, -1249302366.602, -844220594.075, 51947597.136, 984541626.733, 830196464.497, 2082226567.254"
values_15,12,"{1833171335.404, 645707859.615, 1552612068.669, -1290647737.191, 1700501234.441, -692795423.464, 1394647627.048, -1896202641.702, 818990586.49, -1471409703.336, -1580998213.028, 386525699.805"
values_16,4,"{-156294844.243, 171834653.213, 504974291.343, 422576058.734"
values_94,5,"{1430267072.442, -708390914.678, -1773540306.227, -287000841.274, 1835726021.567"
values_90,24,"{-960065706.399, 1291184738.384, -1002423748.118, 1065396616.933, -1004263172.112, -1448035290.548, 2034173166.458, -554184149.491, 285814910.572, 758093539.888, -807958128.694, 1308357342.557, 2105263442.835, 1388725320.866, -1967941112.068, 1562912346.198, 1205906513.334, 771164761.768, -840798785.854, -243429157.492, -213503129.297, 1421468604.76, -1911278899.261, -165192973.372"
values_52,9,"{-1197411981.127, 748952370.014, 304742815.383, 1405196867.63, -195058967.922, -1939563221.914, -110248003.65, 692802890.31, 91284150.113"
values_78,24,"{1537112670.961, 609245378.636, 914055885.753, 55655868.959, 844023799.189, -500414635.45, -1384490117.596, 239603989.865, -766948379.872, -605821777.254, 15026858.579, -960228571.23, 69212935.034, 961575484.288, 434757706.39, 563726679.825, -980660894.442, 1910763321.998, 781992318.852, -1855235536.464, 710067065.695, -229520798.857, 441896707.6, 388068661.281"
values_20,25,"{711519552.452, 1089366440.816, 856169936.21, -1462075515.989, -1146380842.553, 145023079.672, -1464761696.535, -1090860039.765, 1976173678.233, 529886948.027, -1478676719.414, -1940484393.669, 1069057583.956, 1277132378.951, 1062265417.272, -1360023462.558, 159467654.691, -898686548.439, 913548498.063, -91594243.843, 1728275732.815, -521276920.082, 1810593146.015, 1811827587.142, 1781169772.241"
